#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
361198:8315,10/27/22 10:19:21,55,55,0.009809372,0.009500669
361222:8316,10/27/22 13:04:37,10,0,0.000002934,0
361223:8316,10/27/22 13:08:17,731,731,0.296961080,0.272662646
361237:8317,10/27/22 20:13:31,9,0,0.000002396,0
361239:8317,10/27/22 20:16:51,1097,1090,0.447782705,0.423129170
361240:8317,10/28/22 03:22:52,1028,1028,0.301379445,0.290130623
361265:8319,10/28/22 12:34:38,22,0,0.000006221,0
361269:8319,10/28/22 12:42:54,15,8,0.000726518,0.000002023
361270:8319,10/28/22 12:48:41,12,5,0.004922859,0.000397430
361271:8319,10/28/22 12:53:19,17,9,0.004111949,0.000778134
361272:8319,10/28/22 12:59:35,148,131,0.061474024,0.049647171
361280:8319,10/28/22 13:56:59,281,272,0.120386443,0.108702702
361283:8319,10/28/22 15:46:07,40,31,0.017086378,0.010628630
361284:8319,10/28/22 16:01:19,37,37,0.015628458,0.014929541
361296:8320,10/28/22 19:52:26,7,0,0.000001740,0
361297:8320,10/28/22 19:55:03,971,971,0.397714132,0.377223760
361302:8321,10/29/22 05:47:16,8,0,0.000002058,0.000000054
361303:8321,10/29/22 05:50:05,2282,2282,0.798676047,0.760424737
361316:8322,10/29/22 23:07:37,10,0,0.000002549,0
361318:8322,10/29/22 23:11:29,496,490,0.201355098,0.188978816
361319:8322,10/30/22 02:23:53,204,198,0.088240507,0.067571921
361320:8322,10/30/22 03:42:47,383,383,0.151940845,0.145525789
361332:8324,10/30/22 09:48:48,11,1,0.000002669,0.000000046
361333:8324,10/30/22 09:52:47,338,338,0.128890641,0.122907712
361359:8327,10/31/22 02:10:18,7,0,0.000001559,0
361361:8327,10/31/22 02:12:40,113,106,0.034670797,0.027696434
361362:8327,10/31/22 02:56:29,36,31,0.009562314,0.006250109
361363:8327,10/31/22 03:10:21,34,27,0.013828945,0.007777626
361364:8327,10/31/22 03:23:22,167,160,0.070834310,0.063027613
361365:8327,10/31/22 04:28:09,496,489,0.212017628,0.188133558
361366:8327,10/31/22 07:40:32,206,206,0.078592152,0.073779295
361399:8330,10/31/22 17:01:44,9,0,0.000001998,0
361400:8330,10/31/22 17:04:58,496,496,0.194467972,0.184525697
361416:8331,11/01/22 04:07:48,7,0,0.000001623,0
361417:8331,11/01/22 04:10:22,1660,1660,0.633003469,0.605347672
361443:8333,11/01/22 18:05:20,2296,2296,0.809878116,0.777073651
361467:8334,11/02/22 11:24:45,26,20,0.011171466,0.007488467
361468:8334,11/02/22 11:34:22,1884,1884,0.735447232,0.696642163
361475:8335,11/03/22 02:12:26,1252,1252,0.510653920,0.486840693
361510:8342,11/03/22 20:28:59,1,0,0.000000219,0.000000215
361512:8342,11/03/22 20:38:12,1558,1558,0.606029209,0.580433234
361569:8345,11/04/22 21:53:05,607,582,0.253800305,0.229872868
361573:8345,11/05/22 01:48:32,305,305,0.127214891,0.121254608
361578:8347,11/05/22 08:15:00,1,0,0.000000203,0.000000056
361579:8347,11/05/22 08:24:32,898,890,0.372798317,0.347260671
361580:8347,11/05/22 14:12:59,427,427,0.147172919,0.140867913
361595:8348,11/05/22 19:51:00,8,0,0.000288076,0.000000517
361596:8348,11/05/22 19:54:08,1067,1067,0.031117406,0.030750774
361684:8361,11/07/22 14:54:04,15,7,0,0
361685:8361,11/07/22 14:59:27,19,12,0,0
361686:8361,11/07/22 15:06:36,10,5,0,0
361688:8361,11/07/22 15:10:24,9,6,0,0
361689:8361,11/07/22 15:13:55,15,12,0,0
361690:8361,11/07/22 15:19:37,16,11,0,0
361691:8361,11/07/22 15:25:43,40,32,0.000000001,0
361692:8361,11/07/22 15:41:07,6,4,0,0
361693:8361,11/07/22 15:43:22,43,39,0,0
361694:8361,11/07/22 15:59:53,37,37,0,0
361726:8363,11/08/22 02:21:04,6,0,0,0
361727:8363,11/08/22 02:23:30,599,599,0.000017377,0.000017218
361739:8366,11/08/22 13:15:45,2,0,0.000000284,0
361786:8370,11/08/22 20:55:22,67,67,0.000000027,0.000000027
361790:8371,11/08/22 22:53:54,46,0,0.000000014,0
361793:8373,11/09/22 06:35:43,82,31,0.000000024,0.000000008
361807:8373,11/09/22 07:07:17,8,1,0.000000002,0
361808:8373,11/09/22 07:10:23,12,12,0.000000004,0.000000002
361855:8376,11/09/22 16:39:41,12,0,0,0
361859:8376,11/09/22 16:43:56,10,6,0,0
361860:8376,11/09/22 16:47:30,39,20,0,0
361871:8377,11/09/22 19:43:01,10,0,0,0
361872:8377,11/09/22 19:46:40,233,233,0.000000402,0.000000398
361880:8379,11/09/22 23:54:09,8,0,0.000000002,0
361881:8379,11/09/22 23:56:59,43,32,0.000004181,0.000002565
361882:8379,11/10/22 00:13:18,24,11,0.000003258,0.000001287
361883:8379,11/10/22 00:22:30,103,100,0.000013962,0.000013356
361884:8379,11/10/22 01:02:22,57,50,0.000007734,0.000006652
361885:8379,11/10/22 01:24:27,353,339,0.000048308,0.000046146
361886:8379,11/10/22 03:41:30,524,516,0.000057097,0.000055056
361887:8379,11/10/22 07:04:56,403,393,0.000057297,0.000055431
361889:8379,11/10/22 09:41:13,19,12,0.000002725,0.000000735
361890:8379,11/10/22 09:48:24,495,483,0.000071902,0.000069659
361893:8379,11/10/22 13:00:39,586,586,0.000086963,0.000086104
361904:8381,11/10/22 19:06:41,11,0,0.000000006,0
361906:8381,11/10/22 19:10:40,83,59,0.000032811,0.000022094
361909:8381,11/10/22 19:42:49,8,5,0.000003221,0.000001683
361910:8381,11/10/22 19:45:36,69,60,0.000027724,0.000023633
361912:8381,11/10/22 20:12:05,107,100,0.000043247,0.000039149
361913:8381,11/10/22 20:53:33,1554,1527,0.000541791,0.000518938
361915:8381,11/11/22 06:57:12,73,65,0.000022945,0.000019059
361916:8381,11/11/22 07:31:35,57,47,0.000015657,0
361917:8381,11/11/22 07:59:37,294,282,0.000060302,0.000054082
361919:8381,11/11/22 09:53:38,564,551,0.000138860,0.000131562
361921:8381,11/11/22 13:32:35,50,44,0.000021379,0.000018313
361922:8381,11/11/22 13:52:00,229,222,0.000098199,0.000093803
361923:8381,11/11/22 15:20:38,78,64,0.000033406,0.000026745
361925:8381,11/11/22 15:50:49,63,56,0.000026923,0.000023234
361926:8381,11/11/22 16:15:18,11,3,0.000004706,0.000000122
361927:8381,11/11/22 16:19:17,122,102,0.000051931,0.000042711
361929:8381,11/11/22 17:06:20,139,132,0.000059013,0.000054499
361932:8381,11/11/22 18:00:00,32,26,0.000013572,0.000010850
361933:8381,11/11/22 18:12:14,128,128,0.000054178,0.000052911
361947:8383,11/11/22 21:44:34,8,0,0.000000191,0
361948:8383,11/11/22 21:47:23,405,405,0.032024225,0.031138320
361952:8385,11/12/22 02:35:25,7,0,0.000001317,0
361953:8385,11/12/22 02:37:47,121,114,0.021794022,0.017076002
361954:8385,11/12/22 03:24:39,198,190,0.056560931,0.052746784
361955:8385,11/12/22 04:41:19,299,287,0.042649372,0.035356131
361956:8385,11/12/22 06:37:06,149,146,0.046818754,0.043966795
361957:8385,11/12/22 07:34:53,1170,1170,0.331632129,0.321763384
361969:8387,11/12/22 17:34:25,8,0,0.000002139,0
361971:8387,11/12/22 17:37:15,2501,2487,0.844125973,0.806574153
361974:8387,11/13/22 09:48:34,187,187,0.035678719,0.034000592
361989:8389,11/13/22 14:11:44,133,128,0.050748326,0.045665104
361990:8389,11/13/22 15:03:07,219,210,0.094098244,0.083852127
361992:8389,11/13/22 16:27:58,15,8,0.006693017,0.000001288
361993:8389,11/13/22 16:33:48,15,5,0.006643163,0.000000406
361994:8389,11/13/22 16:39:22,117,117,0.050508864,0.047564543
362008:8392,11/14/22 08:18:43,1,0,0.000000246,0
362009:8392,11/14/22 08:29:20,34,34,0.009301107,0.008513502
362058:8395,11/14/22 15:54:58,193,187,0.073685826,0.065264138
362059:8395,11/14/22 17:09:39,77,67,0.032877559,0.025247494
362060:8395,11/14/22 17:39:16,96,89,0.041620600,0.035565734
362061:8395,11/14/22 18:16:13,321,314,0.138329889,0.127250352
362062:8395,11/14/22 20:20:49,221,214,0.093891709,0.084973089
362063:8395,11/14/22 21:46:24,137,110,0.053732048,0.035215987
362064:8395,11/14/22 22:39:30,1081,1081,0.324168695,0.312662779
362085:8398,11/15/22 10:58:28,178,168,0.077297576,0.061954423
362087:8398,11/15/22 12:07:31,155,147,0.068062451,0.060451424
362091:8398,11/15/22 13:07:32,1419,1419,0.517324617,0.493533002
362102:8399,11/16/22 01:05:23,1,0,0.000000214,0
362104:8399,11/16/22 01:12:52,141,133,0.052798519,0.045233857
362105:8399,11/16/22 02:07:17,191,184,0.081361515,0.073134066
362106:8399,11/16/22 03:21:09,87,83,0.037117660,0.032304178
362107:8399,11/16/22 03:54:57,786,786,0.328180953,0.312520665
362148:8401,11/16/22 13:12:41,748,736,0.311934181,0.292066048
362152:8401,11/16/22 18:03:12,7,3,0.003093597,0.000190861
362153:8401,11/16/22 18:05:40,152,144,0.065647457,0.057033541
362154:8401,11/16/22 19:04:31,790,790,0.275989232,0.264406539
362159:8402,11/17/22 02:18:25,40,22,0.011681026,0.005021772
362160:8402,11/17/22 02:33:38,9,2,0.003673074,0.000539656
362161:8402,11/17/22 02:36:50,131,124,0.055533145,0.048836781
362163:8402,11/17/22 03:27:43,71,65,0.030351037,0.026201249
362166:8402,11/17/22 03:55:08,344,337,0.147729637,0.136673827
362167:8402,11/17/22 06:08:32,653,653,0.267153585,0.256040132
362290:8412,11/18/22 15:04:30,93,86,0,0
362293:8412,11/18/22 15:40:00,60,53,0,0
362294:8412,11/18/22 16:03:10,62,54,0,0
362296:8412,11/18/22 16:27:14,66,60,0,0
362297:8412,11/18/22 16:52:46,207,204,0,0
362298:8412,11/18/22 18:13:00,125,125,0,0
362313:8413,11/18/22 21:54:07,7,0,0,0
362314:8413,11/18/22 21:56:30,10,1,0,0
362315:8413,11/18/22 22:00:20,102,96,0,0
362316:8413,11/18/22 22:39:38,25,18,0,0
362317:8413,11/18/22 22:49:02,19,11,0,0
362318:8413,11/18/22 22:56:22,65,58,0,0
362319:8413,11/18/22 23:21:27,71,66,0,0
362320:8413,11/18/22 23:48:51,199,193,0,0
362321:8413,11/19/22 01:06:08,362,356,0,0
362322:8413,11/19/22 03:26:31,35,32,0,0
362323:8413,11/19/22 03:40:00,596,590,0,0
362331:8414,11/19/22 09:26:33,10,0,0,0
362334:8414,11/19/22 09:30:14,6,3,0,0
362335:8414,11/19/22 09:32:25,275,267,0,0
362337:8414,11/19/22 11:19:00,8,1,0,0
362338:8414,11/19/22 11:21:52,110,102,0,0
362344:8414,11/19/22 12:04:29,26,26,0,0
362348:8415,11/19/22 13:41:18,7,0,0,0
362349:8415,11/19/22 13:43:59,116,116,0,0
362431:8456,11/21/22 11:21:17,1,0,0.000000261,0
362433:8456,11/21/22 11:29:20,27,24,0.011376125,0.006671700
362434:8456,11/21/22 11:39:26,10,2,0.004658430,0
362435:8456,11/21/22 11:43:07,26,11,0.012991147,0.001226044
362437:8456,11/21/22 11:53:12,96,93,0.044543762,0.036448736
362438:8456,11/21/22 12:30:08,93,89,0.036728449,0.032892072
362439:8456,11/21/22 13:05:57,1596,1596,0.644441556,0.600670219
362452:8460,11/22/22 09:10:14,153,1,0.000005602,0.000000018
362457:8460,11/22/22 10:21:54,17,10,0.000000824,0.000000359
362459:8460,11/22/22 10:28:14,18,9,0.000001139,0.000000518
362462:8460,11/22/22 10:35:11,14,9,0.000000833,0.000000492
362468:8460,11/22/22 11:01:57,6,0,0.000000241,0
362482:8461,11/22/22 12:42:29,88,82,0.000188643,0.000000018
362484:8461,11/22/22 13:16:09,16,2,0.000086461,0.000004876
362485:8461,11/22/22 13:22:04,57,54,0.000331739,0.000088451
362487:8461,11/22/22 13:44:00,113,113,0.000891356,0.000861748
362495:8462,11/22/22 16:11:21,6,0,0,0
362497:8462,11/22/22 16:13:42,147,132,0.000008735,0.000006427
362500:8462,11/22/22 17:10:46,6,3,0.000000814,0.000000290
362501:8462,11/22/22 17:13:00,19,10,0.000002645,0.000001279
362502:8462,11/22/22 17:20:05,14,7,0.000001920,0.000000854
362519:8464,11/22/22 23:07:53,147,147,0.000000027,0.000000026
362523:8465,11/23/22 02:13:00,6,0,0.000000001,0
362524:8465,11/23/22 02:15:15,124,124,0.000000022,0.000000022
362526:8466,11/23/22 04:49:00,15,0,0.000000003,0
362528:8466,11/23/22 04:54:47,39,39,0.000000007,0.000000007
362578:8469,11/23/22 14:30:00,7,0,0.000000031,0
362579:8469,11/23/22 14:32:40,37,37,0.000000148,0.000000148
362582:8470,11/23/22 16:39:19,7,0,0.000000027,0
362583:8470,11/23/22 16:41:41,333,333,0.009574049,0.009560383
362595:8471,11/23/22 20:41:43,11,2,0.000003106,0.000000124
362596:8471,11/23/22 20:45:35,80,72,0.020666097,0.014036857
362597:8471,11/23/22 21:16:31,140,140,0.059619113,0.057516583
362612:8474,11/24/22 06:03:00,13,5,0.000003260,0.000000892
362613:8474,11/24/22 06:07:46,85,48,0.017283187,0.005143870
362614:8474,11/24/22 06:40:41,162,153,0.072963979,0.063771450
362615:8474,11/24/22 07:43:24,161,153,0.076812604,0.066977470
362616:8474,11/24/22 08:45:49,365,358,0.175196308,0.157348271
362617:8474,11/24/22 11:07:17,251,244,0.116121689,0.106995981
362618:8474,11/24/22 12:44:47,281,281,0.108986656,0.100373598
362642:8479,11/24/22 20:48:39,5,0,0.000000728,0
362643:8479,11/24/22 20:50:09,344,344,0.000156655,0.000154487
362653:8484,11/25/22 07:48:13,288,279,0.115375485,0.105360094
362654:8484,11/25/22 09:39:58,53,26,0.023250050,0.010528116
362655:8484,11/25/22 10:00:15,374,356,0.164633120,0.141710561
362656:8484,11/25/22 12:25:26,19,11,0.008129927,0.000000049
362657:8484,11/25/22 12:32:34,199,199,0.083419653,0.080131631
362695:8489,11/26/22 00:37:10,349,346,0.140843231,0.131528901
362696:8489,11/26/22 02:52:10,1731,1724,0.609252344,0.580776603
362697:8489,11/26/22 14:04:32,15,6,0.003679970,0.000012942
362698:8489,11/26/22 14:10:13,382,382,0.084293029,0.081266292
362719:8491,11/26/22 22:39:12,1,0,0.000000213,0
362720:8491,11/26/22 22:48:54,933,930,0.379486326,0.358761385
362721:8491,11/27/22 04:50:56,10,4,0.004247514,0.000000195
362722:8491,11/27/22 04:54:27,9,3,0.003786453,0
362723:8491,11/27/22 04:57:54,13,7,0.005418764,0.000000003
362724:8491,11/27/22 05:02:57,7,2,0.002896267,0
362725:8491,11/27/22 05:05:35,11,3,0.004532487,0
362726:8491,11/27/22 05:09:36,14,7,0.005752616,0.000000244
362727:8491,11/27/22 05:15:01,17,8,0.006890331,0.001671390
362728:8491,11/27/22 05:21:34,393,393,0.150921205,0.143434048
362756:8496,11/27/22 22:02:42,1,0,0.000000157,0
362757:8496,11/27/22 22:09:50,86,80,0.029344492,0.022922426
362758:8496,11/27/22 22:43:06,224,215,0.094391793,0.085828880
362759:8496,11/28/22 00:10:05,16,7,0.006636778,0.002641406
362760:8496,11/28/22 00:16:05,733,733,0.294492699,0.279646423
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#144,655,138426,132809,35.312008626,32.422990941
